ID (do not edit),Content type,Element type,Source language (GL),Target language (ES)
"{""contentId"":""31e2c288-b564-4c5f-8fdd-3a18fff66ac1"",""fieldId"":""product.seoInfo.description"",""sequencePath"":[]}",TEXT,catalog-product,Cadro de Muller Muiñeira confeccionado artesanalmente con fíos a través do tacto.,<p>Cuadro de mujer 'Muiñeira' hecho a mano con hilos a través del tacto.</p>
"{""contentId"":""5f7d920a-8d77-4549-8bda-199cfb95c419"",""fieldId"":""shippingRule.name"",""sequencePath"":[]}",TEXT,shipping-rule,Nacional,Nacional
"{""contentId"":""5f7d920a-8d77-4549-8bda-199cfb95c419"",""fieldId"":""shippingRule.option.title"",""sequencePath"":[{""seqName"":""options"",""itemId"":""dc0b5cbe-efbc-67ec-b65d-208d3d1685af""}]}",TEXT,shipping-rule,España Peninsula,España Peninsula
"{""contentId"":""5f7d920a-8d77-4549-8bda-199cfb95c419"",""fieldId"":""shippingRule.option.deliveryTime"",""sequencePath"":[{""seqName"":""options"",""itemId"":""dc0b5cbe-efbc-67ec-b65d-208d3d1685af""}]}",TEXT,shipping-rule,3-5 días,3-5 días
"{""contentId"":""b2c3bef5-e9b6-4db9-bd53-a2b826909eee"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h2 class=""font_2"" style=""font-size:60px; text-align:center""><span style=""font-size:60px"">Li&ntilde;as de actividade</span></h2>","<h2 class=""font_2"" style=""font-size:60px; text-align:center""><span style=""font-size:60px"">L&iacute;neas de actividad</span></h2>"
"{""contentId"":""81395124-0e08-4962-a06d-27d7037d6c0c"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_8"" style=""line-height:normal""><span style=""color: rgb(255, 255, 255);""><span style=""font-weight:bold;""><a dataquery=""LINK_0""><span style=""letter-spacing:0em"">Ver mi trabajo</span></a></span></span></p>","<p class=""font_8"" style=""line-height:normal""><span style=""color:rgb(255, 255, 255)""><span style=""font-weight:bold""><span style=""letter-spacing:0em"">Ver mi trabajo</span></span></span></p>"
"{""contentId"":""44bac833-d17f-4aa6-86df-3f52621bf0b7"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,Cadro de fío de Faro,Cuadro de hilo del Faro
"{""contentId"":""44bac833-d17f-4aa6-86df-3f52621bf0b7"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<p><span><span><span><span>Déixate levar pola serenidade e maxestosidade desta paisaxe mariña presidida por un imponente faro, deseñada e confeccionada por Xogo de Fíos. Trátase dun proceso de creación singular, no que tan só intervén a<strong> habilidade manual e o tacto </strong>que posúe Lorena para dar maxia a cada deseño. Esta <strong>técnica artesanal </strong>de <strong>fiado</strong> basease na creatividade e a diferenciación do produto; sempre con énfase nos valores transversais de igualdade, inclusión das persoas con discapacidade e a sustentabilidade co medio ambiente. </span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>Dado que en Xogo de Fíos buscamos a esencia de cada obra, os distintos elementos que a conforman (mar, acantilado, faro) están confeccionados con cores naturais que aportan realismo e beleza á peza artesanal. A composición vai cobrando vida, textura e profundidade a través de cada fiada dando esa sensación de dinamismo. Ten a certeza de que este deseño inspira miradas!</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>CARACTERÍSTICAS:</span></span></span></span></p><ul>	<li><strong><span>Materiais</span></strong><span>: fío de finca (algodón 100%), cinta de dobre cara, cartolina branca, enmarcado con cristal e tablilla, inclúe colgadoiro.</span></li>	<li><strong><span>Deseño</span></strong><span><strong>:</strong> cadro de paisaxe mariña con faro confeccionado con fío.</span></li>	<li><strong><span>Dimensións</span></strong><span><strong>:</strong> 29,7X21X1,5cm.</span></li>	<li><span><strong>Formato:</strong> cadro enmarcado con cristal e táboa, no caso que prefiras outras bases (prato ou tablilla) recoméndase contactar.</span></li></ul><p>&nbsp;</p><p><span><span><span><span>O TEU GUSTO: en Xogo de Fíos creemos na individualidade, na singularidade e na creatividade; por iso tes opción de personalizar (deseño, cor, tamaño, base) para que se adapte perfectamente o teu estilo. Contáctanos para converter a túa idea en realidade! </span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>BENEFICIOS:</span></span></span></span></p><ul>	<li><strong><span>Singularidade</span></strong><span><strong>:</strong> peza decorativa que combina arte, serenidade e natureza.</span></li>	<li><strong><span>Distinción</span></strong><span><strong>:</strong> a beleza e elegancia deste cadro é innegable, pero o verdadeiro valor engadido do produto radica na confección a través do tacto.</span></li>	<li><strong><span>Proceso</span></strong><span><strong> manual:</strong> trátase dunha obra confeccionada totalmente a man, sen que medie ningún tipo de maquinaria. O tacto é o instrumento de traballo.</span></li>	<li><strong><span>Referente</span></strong><span><strong> artístico</strong>: atendemos minuciosamente cada detalle do proceso, sendo conscientes da dedicación que implica esta técnica e ofrecemos a opción de personalizar sempre que sexa posible.</span></li>	<li><strong>Sustentabilidad</strong><span><strong> </strong>co medio ambiente e de calidade en canto a materiais e servizos.</span></li>	<li><strong><span>Perfecto</span></strong><span><strong> </strong>para quen ama o mar e as súas paisaxes.</span></li></ul><p>&nbsp;</p><p><span><span><span><span>PREZO: 30€ (IVA incluído) + gastos de envío a toda España.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>POLÍTICA DE DEVOLUCIÓN:</span></span></span></span></p><ul>	<li><span>Debido a ruptura do produto ou mala calidade do mesmo, aceptamos devolucións nos 14 días naturais posteriores á súa recepción, asumindo desde Xogo de Fíos o custo de dita devolución.</span></li>	<li><span>Se o cliente rexeita o produto por motivos persoais, aceptamos devolucións nos 14 días naturais posteriores a recepción do mesmo, asumindo o cliente dito custo. </span></li></ul><p>&nbsp;</p><p><span><span><span><span>Valora cada peza como unha obra única de arte inclusiva!</span></span></span></span></p><p>&nbsp;</p>","<p><span><span><span><span>Déjate llevar por la serenidad y magestosidad de este paisaje marino presidida por un imponente faro, diseñada y confeccionada por Juego de Fíos. Se trata de un proceso de creación singular, en el que tan sólo interviene<strong> la habilidad manual y el tacto </strong>que posee Lorena para dar magia a cada diseño. Esta <strong>técnica artesanal </strong>de <strong>fiado se</strong> basa en la creatividad y diferenciación del producto; siempre con énfasis en los valores transversales de igualdad, inclusión de las personas con discapacidad y la sostenibilidad con el medio ambiente. </span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>Dado que en Juego de Fíos buscamos la esencia de cada obra, los distintos elementos que la conforman (mar, acantilado, faro) están confeccionados con colores naturales que aportan realismo y belleza a la pieza artesanal. La composición va cobrando vida, textura y profundidad a través de cada fiada dando esa sensación de dinamismo. Ten a certeza de que este diseño inspira miradas!</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>CARACTERÍSTICAS:</span></span></span></span></p><ul>	<li><strong><span>Materiales</span></strong><span>: hío de finca (algodón 100%), cinta de doble cara, cartolina blanca, enmarcado con cristal y tablilla, incluye colgadero.</span></li>	<li><strong><span>Diseño</span></strong><span><strong>:</strong> cuadro de paisaje marino con faro confeccionado con fío.</span></li>	<li><strong><span>Dimensiones</span></strong><span><strong>:</strong> 29,7X21X1,5cm.</span></li>	<li><span><strong>Formato:</strong> cuadro enmarcado con cristal y tabla, en el caso que prefieras otras bases (plato o tablilla) se recomienda contactar.</span></li></ul><p>&nbsp;</p><p><span><span><span><span>El TEU GUSTO: en Juego de Fíos creemos en la individualidad, en la singularidad y en la creatividad; por eso tes opción de personalizar (diseño, color, tamaño, base) para que se adapte perfectamente el tiempo estilo. Contáctanos para convertir a túa idea en realidade! </span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>BENEFICIOS:</span></span></span></span></p><ul>	<li><strong><span>Singularidad</span></strong><span><strong>:</strong> pieza decorativa que combina arte, serenidad y naturaleza.</span></li>	<li><strong><span>Distinción</span></strong><span><strong>:</strong> la belleza y elegancia de este cuadro es innegable, pero el verdadero valor añadido del producto radica en la confección a través del tacto.</span></li>	<li><strong><span>Proceso</span></strong><span><strong> manual:</strong> se trata de una obra confeccionada totalmente a mano, sin que medie ningún tipo de maquinaria. El tacto es el instrumento de trabajo.</span></li>	<li><strong><span>Referente</span></strong><span><strong> artístico</strong>: atendemos minuciosamente cada detalle del proceso, siendo conscientes de la dedicación que implica esta técnica y ofrecemos la opción de personalizar siempre que sea posible.</span></li>	<li><strong>Sostenibilidad</strong><span><strong> </strong>con el medio ambiente y de calidad en cuanto a materiales y servicios.</span></li>	<li><strong><span>Perfecto</span></strong><span><strong> </strong>para quien ama al mar y sus paisajes.</span></li></ul><p>&nbsp;</p><p><span><span><span><span>PRECIO: 30€ (IVA incluido) + gastos de envío a toda España.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>POLÍTICA DE DEVOLUCIÓN:</span></span></span></span></p><ul>	<li><span>Debido a ruptura del producto o mala calidad del mismo, aceptamos devoluciones en los 14 días naturales posteriores a su recepción, asumiendo desde Juego de Fíos el coste de dicha devolución.</span></li>	<li><span>Si el cliente rechaza el producto por motivos personales, aceptamos devoluciones en los 14 días naturales posteriores la recepción del mismo, asumiendo el cliente dicho coste. </span></li></ul><p>&nbsp;</p><p><span><span><span><span>Valora cada pieza como una obra única de arte inclusiva!</span></span></span></span></p><p>&nbsp;</p>"
"{""contentId"":""44bac833-d17f-4aa6-86df-3f52621bf0b7"",""fieldId"":""product.seoInfo.description"",""sequencePath"":[]}",TEXT,catalog-product,Faro confeccionado artesanalmente con fíos a través do tacto.,<p>Faro realizado artesanalmente con hilos a través del tacto.</p>
"{""contentId"":""e8a5d9bb-23ee-453b-9f9d-251b6a2880f5"",""fieldId"":""compFeatures.stylableButton.data.label"",""sequencePath"":[]}",TEXT,wixui.StylableButton,Contactanos,Contáctanos
